Actual,Predicted,Error
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
1.0,3.042003596342469,-2.042003596342469
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.9422955344761537,0.05770446552384634
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.4551810938022585,1.5448189061977415
3.0,3.042003596342469,-0.042003596342468974
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.4551810938022585,1.5448189061977415
4.0,3.9422955344761537,0.05770446552384634
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
2.0,3.042003596342469,-1.042003596342469
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.4551810938022585,0.5448189061977415
1.0,3.042003596342469,-2.042003596342469
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
2.0,3.042003596342469,-1.042003596342469
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.4551810938022585,0.5448189061977415
1.0,3.042003596342469,-2.042003596342469
4.0,3.042003596342469,0.957996403657531
4.0,3.4551810938022585,0.5448189061977415
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
1.0,1.3190841630727945,-0.3190841630727945
5.0,3.042003596342469,1.957996403657531
5.0,3.4551810938022585,1.5448189061977415
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
2.0,2.020084628902963,-0.02008462890296281
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.4551810938022585,0.5448189061977415
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.4551810938022585,-2.4551810938022585
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
4.0,3.042003596342469,0.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
2.0,3.042003596342469,-1.042003596342469
1.0,3.042003596342469,-2.042003596342469
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
4.0,3.9422955344761537,0.05770446552384634
4.0,3.042003596342469,0.957996403657531
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
3.0,3.042003596342469,-0.042003596342468974
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.4551810938022585,1.5448189061977415
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.4551810938022585,1.5448189061977415
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
2.0,3.042003596342469,-1.042003596342469
5.0,3.4551810938022585,1.5448189061977415
1.0,3.042003596342469,-2.042003596342469
4.0,3.4551810938022585,0.5448189061977415
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
4.0,3.4551810938022585,0.5448189061977415
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
2.0,3.042003596342469,-1.042003596342469
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.4551810938022585,0.5448189061977415
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
2.0,2.020084628902963,-0.02008462890296281
1.0,3.042003596342469,-2.042003596342469
4.0,3.9422955344761537,0.05770446552384634
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.4551810938022585,0.5448189061977415
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.4551810938022585,0.5448189061977415
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.4551810938022585,0.5448189061977415
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
3.0,3.042003596342469,-0.042003596342468974
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.9422955344761537,0.05770446552384634
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.9422955344761537,0.05770446552384634
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.4551810938022585,1.5448189061977415
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
2.0,3.042003596342469,-1.042003596342469
5.0,3.4551810938022585,1.5448189061977415
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.4551810938022585,1.5448189061977415
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
4.0,3.042003596342469,0.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
2.0,3.042003596342469,-1.042003596342469
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
4.0,3.042003596342469,0.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
1.0,3.4551810938022585,-2.4551810938022585
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
2.0,2.020084628902963,-0.02008462890296281
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
1.0,3.4551810938022585,-2.4551810938022585
5.0,3.042003596342469,1.957996403657531
1.0,3.042003596342469,-2.042003596342469
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
4.0,3.042003596342469,0.957996403657531
4.0,3.042003596342469,0.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
5.0,3.042003596342469,1.957996403657531
3.0,3.042003596342469,-0.042003596342468974
4.0,3.9422955344761537,0.05770446552384634
5.0,3.042003596342469,1.957996403657531
